Review,Relevant
"fun app for me and my preschooler.
",0
"this is such a great aquarium app.
",0
"soo adictive
",0
"im addicted to this game
",0
"i dont like dis game anymore!
",0
"i hate d updates!
",0
"going to delete soon!
",0
"after the update look i rarely play it.
",0
"i love this game!
",0
"player love it
",0
"keeps my girls entertained...
",0
"the best aquarium game i have found!
",0
"hi awesome game
",0
"this game is fun,entertaining and cool.
",0
"tapfish it is fun and calming.
",0
"i like  this, game
",0
"you want alot of money for a little game/hobby/distraction.
",0
"fun game
",0
"my kid enjoy this app
",0
"cant stop playing...
",0
"its ok to pass time
",0
"my 19 month old son loves this app
",0
"great game
",0
"makes it hard to play
",0
"this game is one of my favorites!
",0
"it is always relaxing and fun to watch all the beautiful fish swim around.
",0
"i haven't spent a penny on this game and enjoy it more than ones that i have  spent money on.
",0
"i tell all my friends and family to get this game!
",0
"i like this game
",0
"enjoy playing this game
",0
"my two year old loves to play with the fishies
",0
"love this game
",0
"brilliant way to spend free time.
",0
"really enjoy the events too, keeps it from getting stale.
",0
"very interesting and alot of fun.
",0
"it made the game really fun!
",0
"this game if really fun.
",0
"thats a bummer.
",0
"lk major fixing.
",0
"awesome game, no thinking need..
",0
"super like the new events
",0
"love this game
",0
"great app
",0
"great fun.
",0
"a wonderful way to create something yourself when waiting in line or just because
",0
"i luv dis game its da first thing i do n da morning an da last thing i do at night
",0
"col game
",0
"just like old times!
",0
"getting addicted
",0
"by far my favorite app.
",0
"love this game..
",0
"plenty of opportunties to earn free bucks but they are not required to play
",0
"i love this game!!
",0
"fun fish tank.
",0
"i wear glasses too and i don't have a problem with the screen.
",0
"its fun when im bord can i play offline?
",0
"teaches kids responsibility!
",0
"with the new bug fixes i can open the app easily.
",0
"i love the variety of sea life and being able to customize my tanks!
",0
"my kid loves it.
",0
"you have to wait a certain amt of time for things...
",0
"like fish growing up, etc...
",0
"and it'll say 4 hours but that turns into 8 hours.
",0
"super frustrating!!!
",0
"so double frustrating.
",0
"i love this game.
",0
"my kids love it!
",0
"i have emailed with request to fix.
",0
"more stars when fix provided.
",0
"ongoing fun.
",0
"i love this game
",0
"great game
",0
"love this game
",0
"i might downgrade it to 4 * because my fish died
",0
"i like breeding challenges, not crazy about length of time sub takes...
",0
"fun app for all ages
",0
"having a lovely time.
",0
"game is great .
",0
"have lot of fun with the so many fish breed
",0
"i absolutely love it!!
",0
"totally sucks!
",0
"~pantech breakout~
",0
"tap fish is a really fun game n it really teaches me how to be responsible
",0
"outstanding game!
",0
"look forward to breeding even more unique species.
",0
"love this gane
",0
"i have always loved gold fish so much.
",0
"i was so happy when i found your game.
",0
"its benn a good 3 yrs since i've been playing.
",0
"i must admit i become attached tto some of them, and its not a good thing.
",0
"thank you so much for the game!!!
",0
"this game is a good adventure and realistic game!!!
",0
"it is my four year olds has her own tank.
",0
"plus great overall fun .
",0
"also it's very relaxing and helps relive stress.
",0
"i love this game....
",0
"ok to pass time
",0
"awesome game.
",0
"i luv tap fish
",0
"this game is so addictive.
",0
"my husband and i literally challenge each other just to see who can make it to the next level fast enough lol its a great game and i wish i could rate it a 10 but since i can't ill give ya 5 stars..
",0
"tap fish
",0
"tap fish allows you as many tanks as you can afford it takes awhile to find and remember where the fish that you like all are.
",0
"you get 50 fish which is great
",0
"loveee iiit <3
",0
"really good game love it
",0
"cool like it
",0
"zap fish  does not put your money on your game.
",0
"great game!
",0
"would be admit more intrested if that changed!
",0
"i really love this game.
",0
"sure it cost real bucks if you want but there are ways to earn fishbucks and it doesn't cost you real money.
",0
"the challange here here is not jus the quests but the breedings!
",0
"you breed these amazing types of fish and keep them forever!
",0
"plus they depend on you and you need them.
",0
"it's really fun and addictive.
",0
"this is an awesome app
",0
"hours of fun
",0
"i have spent over a year to get as far as i have and purchased fish bucks with my real money!
",0
"very entertaining app!
",0
"i love my fishies!
",0
"the game is addicting.
",0
"fun fun fun
",0
"tap fish is a really fun app
",0
"im totally addicted to it.
",0
"my 4 yr old loves waking me up in the morning to give him my phone so he can feed the fish its kinda a good learning tool
",0
"but it is overall a nice way to keep fish.
",0
"this game is a hidden gem
",0
"i love this game.
",0
"i ab love this ap so many fun things to do.
",0
"the game is awsome
",0
"great little game.
",0
"great for kids and adults
",0
"great game
",0
"do not install this app !!!!
",0
"this app is pure bullshit.
",0
"worthless and installing.
",0
"less than one star from me and also letting others know to install this.
",0
"awesome very addictive
",0
"this company is all about sucking you in, then making you pay.money to play any new challenges or game.
",0
"there is nothing free about gameview's games.
",0
"great game
",0
"good addictin game
",0
"love this game
",0
"fun and intersting.
",0
"i love my fish.
",0
"love it sooo much!!
",0
"love the game
",0
"cool game
",0
"they have even compensated me with me with the coins and fish bucks i would have to give 5 *
",0
"love the game, brilliant for passing the time.
",0
"love the game keep up the great work!!!
",0
"fun game
",0
"i really like this game other than when i got sick all my fish died
",0
"what can be better than having a portable aquarium?
",0
"great game!
",0
"tells you how to feed,grow,andlove
",0
"game is fun and helps pass the time when bored
",0
"great game easy to play but intense
",0
"game is weird
",0
"this app is so much fun
",0
"very addicting game
",0
"super addictive!
",0
"i wish i could give more stars!!!!!!!
",0
"love my little fishies
",0
"love it and can't wait to earn more coiin
",0
"love this game
",0
"relaxing & fun
",0
"this game is lots of fun.
",0
"fun addictive game
",0
"fun  a+ game.
",0
"fun pass time...
",0
"takes a long time to get ahead...
",0
"i like this game
",0
"i love this game:)!
",0
"starting thanksgiving even just a few days before is pointless
",0
"i love this game.
",0
"great for all ages.
",0
"tapfish is the only fish game worth having.
",0
"i've tried others but they're not a patch on this.
",0
"love this game
",0
"great app, great detail and some fab fishes
",0
"love it because i cant have a real tank!
",0
"love this pretty n simple ap
",0
"great game!
",0
"its like having real fish at home.
",0
"i love it!
",0
"even my 11 year old sister likes it more than i do!
",0
"i give this game 5 out of 5 stars!
",0
"great app
",0
"rating so i can earn more fish bucks
",0
"kwl app bro
",0
"it takes forever for fish to grow and breed.
",0
"it gets boring after awhile.
",0
"this game is so cool:-)
",0
"good time passer and its very fun!
",0
"my three year old and i love this game!
",0
"love this it's addicting
",0
"my daughters care the fishes nice
",0
"thanks for the game ^_^
",0
"tap fish
",0
"rating so i can earn more fish bucks
",0
"i thought it was a wallpaper for my tablet, not a gam   graphicks are alright though
",0
